Name,Manufacturer,Fuel_Type,Transmission,Engine(CC),Mileage(Km/L),Seats,Price,cluster
Maruti Swift Dzire VDi,Maruti,Diesel,Manual,1248,19.3,5,4.75,4
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,4.52,0
BMW X1 sDrive 20d Exclusive,Bmw,Diesel,Automatic,1995,15.06,5,12.75,3
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Diesel,Automatic,1968,17.11,5,20.04,3
Nissan Terrano XL 85 PS,Nissan,Diesel,Manual,1461,20.45,5,6.5,1
Mitsubishi Montero 3.2 GLS,Mitsubishi,Diesel,Manual,3200,11.56,7,7.5,5
Maruti Wagon R VXI AMT,Maruti,Petrol,Automatic,998,22.5,5,4.15,2
Honda Civic 2006-2010 1.8 (E) MT,Honda,Petrol,Manual,1799,13.5,5,2.5,0
Hyundai i20 2015-2017 Magna 1.2,Hyundai,Petrol,Manual,1197,18.6,5,5.4,0
Maruti Alto K10 VXI,Maruti,Petrol,Manual,998,24.07,5,3.15,0
Audi Q7 35 TDI Quattro Technology,Audi,Diesel,Automatic,2967,12.07,7,52.5,3
Hyundai i20 Sportz Option 1.2,Hyundai,Petrol,Manual,1197,18.6,5,5.95,0
Tata Tiago AMT 1.2 Revotron XZA,Tata,Petrol,Automatic,1199,23.84,5,6.97,2
Hyundai i10 Sportz 1.2,Hyundai,Petrol,Manual,1197,20.36,5,3.2,0
Hyundai Santro Xing XP,Hyundai,Petrol,Manual,1086,0.0,5,1.12,0
Renault Duster 85PS Diesel RxL Optional,Renault,Diesel,Manual,1461,20.46,5,6.69,1
Tata Xenon XT EX 4X4,Tata,Diesel,Manual,2179,13.49,5,5.9,4
Hyundai i20 Magna,Hyundai,Petrol,Manual,1197,18.5,5,2.25,0
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,4.5,4
Hyundai EON Magna,Hyundai,Petrol,Manual,814,22.0,5,2.61,0
Mercedes-Benz New C-Class 220 CDI AT,Mercedesbenz,Diesel,Automatic,2143,14.84,5,11.5,3
Mini Cooper Convertible S,Mini,Petrol,Automatic,1998,16.82,4,35.0,2
Tata Nano Cx,Tata,Petrol,Manual,624,26.0,4,0.5,0
Maruti Ciaz ZDi Plus,Maruti,Diesel,Manual,1248,26.21,5,5.75,4
Hyundai Verna CRDi 1.6 SX Option,Hyundai,Diesel,Manual,1582,22.0,5,11.5,1
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,2.75,0
BMW 5 Series 2013-2017 520d Luxury Line,Bmw,Diesel,Automatic,1995,18.12,5,31.5,3
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,4.92,0
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,23.2,5,3.52,4
BMW 3 Series 320d Prestige,Bmw,Diesel,Automatic,1995,18.88,5,17.55,3
Maruti Swift Dzire LDI,Maruti,Diesel,Manual,1248,26.59,5,5.8,4
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,6.95,4
Renault Scala RxL,Renault,Petrol,Manual,1498,16.95,5,2.4,0
Chevrolet Cruze LTZ AT,Chevrolet,Diesel,Automatic,1998,14.39,5,5.25,3
Maruti Swift Dzire ZXi,Maruti,Petrol,Manual,1298,17.5,5,4.25,0
Tata Indigo CS LX (TDI) BS III,Tata,Diesel,Manual,1396,19.09,5,1.5,4
Hyundai Grand i10 CRDi Sportz,Hyundai,Diesel,Manual,1120,24.0,5,4.5,1
Tata Indica Vista Quadrajet LS,Tata,Diesel,Manual,1248,22.3,5,2.5,4
Ford Fiesta 1.4 TDCi EXI,Ford,Diesel,Manual,1399,17.8,5,1.55,4
Renault Duster 85PS Diesel RxE,Renault,Diesel,Manual,1461,19.87,5,6.5,1
Hyundai Grand i10 CRDi SportZ Edition,Hyundai,Diesel,Manual,1120,24.0,5,4.96,1
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,3.25,0
Audi A4 1.8 TFSI,Audi,Petrol,Automatic,1781,12.3,5,8.5,2
Maruti Alto 800 2016-2019 LXI,Maruti,Petrol,Manual,796,24.7,5,2.75,0
Hyundai Verna Transform SX VTVT,Hyundai,Petrol,Manual,1599,16.2,5,3.4,0
Maruti Ertiga ZDI,Maruti,Diesel,Manual,1248,20.77,7,7.0,4
Chevrolet Optra Magnum 1.6 LT ABS BS3,Chevrolet,Petrol,Manual,1598,12.9,5,3.21,0
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Diesel,Manual,1582,19.67,5,14.25,1
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.34,5,6.5,1
Honda City i VTEC SV,Honda,Petrol,Manual,1497,17.4,5,5.49,0
Hyundai Getz GLS ABS,Hyundai,Petrol,Manual,1341,16.8,5,0.8,0
Hyundai Santro Xing XG eRLX Euro III,Hyundai,Petrol,Manual,1086,17.0,5,1.99,0
Hyundai Grand i10 AT Asta,Hyundai,Petrol,Automatic,1197,18.9,5,5.91,2
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Petrol,Manual,1197,18.9,5,6.44,0
Maruti Wagon R LXI CNG,Maruti,CNG,Manual,998,26.2,5,2.9,4
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,4.6,0
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,17.8,5,2.35,4
Hyundai i20 Asta 1.2,Hyundai,Petrol,Manual,1197,18.6,5,7.21,0
Renault Duster 85PS Diesel RxL,Renault,Diesel,Manual,1461,19.87,5,8.0,1
Maruti Swift Dzire VDi,Maruti,Diesel,Manual,1248,19.3,5,3.5,4
Tata Nano Twist XT,Tata,Petrol,Manual,624,25.4,4,1.74,0
Ford Figo 2015-2019 1.2P Sports Edition MT,Ford,Petrol,Manual,1196,18.12,5,6.8,0
Hyundai i20 1.2 Asta Option,Hyundai,Petrol,Manual,1197,18.6,5,7.5,0
Honda BRV i-VTEC V MT,Honda,Petrol,Manual,1497,15.4,7,8.0,0
Honda Amaze S Diesel,Honda,Diesel,Manual,1498,27.4,5,5.99,4
Hyundai Creta 1.6 CRDi SX,Hyundai,Diesel,Manual,1582,19.67,5,12.9,1
Maruti Baleno Zeta 1.2,Maruti,Petrol,Manual,1197,21.4,5,7.0,0
Audi Q5 2.0 TDI Technology,Audi,Diesel,Automatic,1968,14.16,5,35.0,3
Honda Amaze S i-DTEC,Honda,Diesel,Manual,1498,25.8,5,5.5,4
BMW X5 3.0d,Bmw,Diesel,Automatic,2993,11.0,5,18.46,3
Ford Figo Petrol Titanium,Ford,Petrol,Manual,1196,15.6,5,2.4,0
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,18.9,5,1.0,0
Hyundai i10 Era,Hyundai,Petrol,Manual,1086,19.81,5,2.65,0
Skoda Rapid 1.5 TDI AT Elegance,Skoda,Diesel,Automatic,1498,21.66,5,5.96,3
Porsche Panamera Diesel,Porsche,Diesel,Automatic,2967,17.85,4,75.0,3
Mercedes-Benz CLA 200 Sport Edition,Mercedesbenz,Petrol,Automatic,1991,15.04,5,27.15,2
Audi A6 2.8 FSI,Audi,Petrol,Automatic,2773,10.4,5,10.5,2
Maruti Ciaz ZXi Plus,Maruti,Petrol,Manual,1373,20.73,5,6.7,0
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Diesel,Manual,1498,22.7,5,4.9,4
Mahindra Bolero mHAWK D70 ZLX,Mahindra,Diesel,Manual,1493,16.5,7,8.0,5
Maruti Alto K10 VXI,Maruti,Petrol,Manual,998,24.07,5,3.63,0
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Petrol,Manual,1197,17.5,5,4.8,0
Tata Zest Revotron 1.2T XE,Tata,Petrol,Manual,1193,17.57,5,4.25,0
Ford Endeavour 3.2 Trend AT 4X4,Ford,Diesel,Automatic,3198,10.91,7,30.27,3
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mercedesbenz,Diesel,Manual,2148,15.8,5,14.25,1
Hyundai i10 Sportz AT,Hyundai,Petrol,Automatic,1197,16.95,5,3.41,2
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,2.78,0
Skoda Octavia Elegance 2.0 TDI AT,Skoda,Diesel,Automatic,1968,19.3,5,15.5,3
Tata Indica V2 eLS,Tata,Diesel,Manual,1396,25.0,5,3.0,4
Maruti Wagon R VXi BSII,Maruti,Petrol,Manual,998,18.9,5,2.3,0
Hyundai Creta 1.6 CRDi SX,Hyundai,Diesel,Manual,1582,19.67,5,13.28,1
Maruti A-Star Lxi,Maruti,Petrol,Manual,998,19.0,5,2.25,0
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,3.36,0
Honda Mobilio E i VTEC,Honda,Petrol,Manual,1497,17.3,7,4.25,0
Hyundai i10 Magna,Hyundai,Petrol,Manual,1197,20.36,5,4.3,0
Skoda Superb 3.6 V6 FSI,Skoda,Petrol,Automatic,3597,0.0,5,6.0,2
Hyundai i20 1.4 Sportz,Hyundai,Diesel,Manual,1396,22.54,5,9.18,1
Maruti Celerio ZXI Optional,Maruti,Petrol,Manual,998,23.1,5,4.99,0
Skoda Laura 1.8 TSI Ambiente,Skoda,Petrol,Manual,1798,13.4,5,3.75,0
Ford Figo Diesel LXI,Ford,Diesel,Manual,1399,20.0,5,2.5,4
Honda Jazz 1.5 VX i DTEC,Honda,Diesel,Manual,1498,27.3,5,7.2,4
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Mercedesbenz,Diesel,Automatic,2143,15.0,5,29.5,3
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedesbenz,Diesel,Automatic,2143,17.9,5,17.55,3
Volvo S60 D3,Volvo,Diesel,Automatic,1985,18.5,5,12.0,3
Audi A8 L 3.0 TDI quattro,Audi,Diesel,Automatic,2967,11.8,5,13.5,3
Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Diesel,Automatic,1582,22.32,5,5.1,3
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,22.69,5,10.3,3
Hyundai Verna 1.6 SX,Hyundai,Diesel,Manual,1582,22.32,5,5.7,1
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,22.5,5,3.41,0
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,2.4,4
Mahindra KUV 100 mFALCON G80 K2,Mahindra,Petrol,Manual,1198,18.15,6,5.6,0
Tata Indigo LS,Tata,Diesel,Manual,1405,17.0,5,1.0,4
Mahindra TUV 300 T8 AMT,Mahindra,Diesel,Automatic,1493,18.49,7,8.2,3
Audi Q3 35 TDI Quattro Premium Plus,Audi,Diesel,Automatic,1968,15.17,5,27.5,3
Maruti Wagon R VXI 1.2,Maruti,Petrol,Manual,1197,21.5,5,3.5,0
Maruti Celerio CNG VXI MT,Maruti,CNG,Manual,998,31.79,5,4.58,4
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Diesel,Manual,1248,24.3,5,10.34,4
Hyundai Tucson CRDi,Hyundai,Diesel,Manual,1991,12.6,7,5.0,1
Hyundai Santro Xing GLS,Hyundai,Petrol,Manual,1086,17.92,5,2.25,0
Porsche Panamera Diesel 250hp,Porsche,Diesel,Automatic,2967,18.18,4,51.52,3
Maruti Vitara Brezza VDi Option,Maruti,Diesel,Manual,1248,24.3,5,8.62,4
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,7.25,4
Honda Amaze V Petrol,Honda,Petrol,Manual,1199,19.5,5,5.47,0
Jaguar XF 2.2 Litre Luxury,Jaguar,Diesel,Automatic,2179,16.36,5,31.0,3
Mini Cooper Convertible S,Mini,Petrol,Automatic,1998,16.82,4,35.98,2
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,3.42,0
Audi A6 3.0 TDI quattro,Audi,Diesel,Automatic,2967,16.77,5,11.5,3
Hyundai i20 Active 1.2 SX Dual Tone,Hyundai,Petrol,Manual,1197,17.19,5,7.25,0
Maruti Swift AMT DDiS VDI,Maruti,Diesel,Manual,1248,28.4,5,8.0,4
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Diesel,Manual,1498,22.7,5,7.33,4
Maruti Wagon R VXI BS IV with ABS,Maruti,Petrol,Manual,998,18.9,5,3.35,0
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.34,5,4.4,1
Toyota Etios VX,Toyota,Petrol,Manual,1496,17.6,5,2.99,0
Honda Jazz 1.2 SV i VTEC,Honda,Petrol,Manual,1199,18.7,5,5.6,0
Volkswagen CrossPolo 1.5 TDI,Volkswagen,Diesel,Manual,1498,20.14,5,6.63,1
Volkswagen Ameo 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,21.66,5,7.9,1
Honda City V MT Exclusive,Honda,Petrol,Manual,1497,16.8,5,7.0,0
Honda Brio VX AT,Honda,Petrol,Automatic,1198,16.5,5,4.95,2
Skoda Rapid 1.6 MPI AT Style,Skoda,Petrol,Automatic,1598,14.3,5,9.19,2
Hyundai Verna CRDi,Hyundai,Diesel,Manual,1493,16.8,5,5.1,1
Hyundai i20 Active S Diesel,Hyundai,Diesel,Manual,1396,21.19,5,5.9,1
Maruti Baleno Alpha CVT,Maruti,Petrol,Automatic,1197,21.4,5,9.51,2
Honda CR-V 2.4L 4WD MT,Honda,Petrol,Manual,2354,11.1,5,3.9,0
Maruti Swift Dzire VXI,Maruti,Petrol,Manual,1197,19.1,5,5.39,0
Maruti Swift Dzire VDi,Maruti,Diesel,Manual,1248,19.3,5,3.0,4
Maruti Swift Dzire ZDI,Maruti,Diesel,Manual,1248,23.4,5,4.3,4
Maruti Swift Dzire ZXI,Maruti,Petrol,Manual,1197,20.85,5,6.75,0
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,4.5,0
Ford Fiesta 1.4 ZXi TDCi ABS,Ford,Diesel,Manual,1399,17.8,5,2.75,4
Hyundai Verna 1.6 CRDi S,Hyundai,Diesel,Manual,1582,23.9,5,9.0,1
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,2.55,4
Tata Manza Aqua Quadrajet BS IV,Tata,Diesel,Manual,1248,21.12,5,3.54,4
Honda Civic 2006-2010 1.8 S MT,Honda,Petrol,Manual,1799,13.5,5,4.25,0
Maruti Alto LX BSIII,Maruti,Petrol,Manual,796,19.7,5,1.2,0
BMW 5 Series 520d Luxury Line,Bmw,Diesel,Automatic,1995,22.48,5,19.5,3
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,16.0,7,12.0,5
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,23.2,5,3.9,4
Maruti Vitara Brezza ZDi Plus,Maruti,Diesel,Manual,1248,24.3,5,9.13,4
Maruti Eeco 7 Seater Standard,Maruti,Petrol,Manual,1196,15.1,7,2.25,0
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Petrol,Manual,1197,17.5,5,3.25,0
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Diesel,Automatic,1582,17.01,5,14.79,3
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,2.35,0
Maruti Celerio ZDi,Maruti,Diesel,Manual,793,27.62,5,3.1,4
Hyundai Santa Fe 2WD AT,Hyundai,Diesel,Automatic,2199,13.01,7,12.9,3
Hyundai EON D Lite Plus Option,Hyundai,Petrol,Manual,814,21.1,5,2.5,0
Hyundai i20 Sportz 1.2,Hyundai,Petrol,Manual,1197,18.5,5,3.65,0
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Petrol,Manual,1591,17.1,5,7.5,0
Honda Brio S Option MT,Honda,Petrol,Manual,1198,18.4,5,3.74,0
Maruti Swift VXI Optional,Maruti,Petrol,Manual,1197,20.4,5,5.86,0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedesbenz,Diesel,Automatic,2143,19.27,5,39.62,3
Maruti Swift VDI Optional,Maruti,Diesel,Manual,1248,25.2,5,7.05,4
Maruti Swift AMT VDI,Maruti,Diesel,Automatic,1248,28.4,5,7.5,3
Chevrolet Beat Diesel LS,Chevrolet,Diesel,Manual,936,25.44,5,2.1,1
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,11.6,2
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedesbenz,Diesel,Automatic,2143,14.84,5,19.25,3
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,3.6,0
Honda Amaze S i-DTEC,Honda,Diesel,Manual,1498,25.8,5,4.5,4
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,Diesel,Manual,1396,21.9,5,7.4,1
Mercedes-Benz GLE 350d,Mercedesbenz,Diesel,Automatic,2987,11.57,5,59.29,3
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,Diesel,Manual,2179,12.05,7,5.5,5
Hyundai Getz GLE,Hyundai,Petrol,Manual,1341,15.3,5,1.75,0
Maruti Baleno Alpha,Maruti,Petrol,Manual,1197,21.4,5,6.75,0
Chevrolet Optra Magnum 2.0 LT,Chevrolet,Diesel,Manual,1991,16.52,5,3.95,1
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Petrol,Manual,1591,17.1,5,4.2,0
Honda City 1.5 V MT,Honda,Petrol,Manual,1497,17.0,5,8.4,0
Volkswagen Polo GT TSI,Volkswagen,Petrol,Automatic,1197,17.21,5,8.25,2
Honda Brio E MT,Honda,Petrol,Manual,1198,19.4,5,3.31,0
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,26.59,5,7.5,4
Honda City 1.5 V MT Exclusive,Honda,Petrol,Manual,1497,17.0,5,4.75,0
Mahindra Ssangyong Rexton RX7,Mahindra,Diesel,Automatic,2696,11.18,7,8.79,3
Skoda Superb Elegance 1.8 TSI MT,Skoda,Petrol,Manual,1798,13.1,5,9.5,0
Maruti Alto LXi,Maruti,Petrol,Manual,796,19.7,5,1.55,0
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,Diesel,Manual,1396,23.0,5,5.85,1
Ford Ecosport 1.5 Ti VCT MT Trend,Ford,Petrol,Manual,1499,15.8,5,7.52,0
Nissan Micra Diesel XV,Nissan,Diesel,Manual,1461,23.08,5,3.6,1
Honda Brio E MT,Honda,Petrol,Manual,1198,19.4,5,4.73,0
Mahindra Ssangyong Rexton RX7,Mahindra,Diesel,Automatic,2696,11.18,7,10.5,3
BMW 7 Series 730Ld Sedan,Bmw,Diesel,Automatic,2993,16.46,5,34.54,3
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Petrol,Manual,1197,18.9,5,6.07,0
Maruti Baleno Delta 1.2,Maruti,Petrol,Manual,1197,21.4,5,7.76,0
Renault Fluence Diesel E4,Renault,Diesel,Manual,1461,21.8,5,3.49,1
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,4.05,0
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Diesel,Manual,2835,10.5,6,11.88,5
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Petrol,Automatic,1794,14.53,5,6.45,2
BMW X5 X5 M,Bmw,Diesel,Automatic,2993,15.97,5,50.0,3
BMW 3 Series 2005-2011 325i Sedan,Bmw,Petrol,Automatic,2497,10.9,5,9.0,2
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Diesel,Automatic,1582,17.01,5,14.25,3
Mahindra TUV 300 2015-2019 T8,Mahindra,Diesel,Manual,1493,18.49,7,7.36,5
Renault KWID RXT,Renault,Petrol,Manual,799,25.17,5,3.1,0
Renault KWID 1.0 RXT Optional AMT,Renault,Petrol,Automatic,999,22.5,5,4.28,2
Maruti Swift VXi BSIV,Maruti,Petrol,Manual,1197,16.1,5,5.5,0
Skoda Laura 1.9 TDI AT Ambiente,Skoda,Diesel,Automatic,1896,17.0,5,6.99,3
Maruti Alto 800 2016-2019 VXI,Maruti,Petrol,Manual,796,24.7,5,4.29,0
Maruti Swift VXI,Maruti,Petrol,Manual,1197,18.6,5,4.2,0
Hyundai i20 1.4 CRDi Sportz,Hyundai,Diesel,Manual,1396,23.0,5,4.11,1
Audi Q3 2012-2015 35 TDI Quattro Premium,Audi,Diesel,Automatic,1968,15.73,5,18.75,3
Mercedes-Benz GLE 350d,Mercedesbenz,Diesel,Automatic,2987,11.57,5,64.95,3
Hyundai i10 Era,Hyundai,Petrol,Manual,1086,19.81,5,1.59,0
Maruti Wagon R LXI Optional,Maruti,Petrol,Manual,998,20.51,5,3.6,0
Honda City i VTEC V,Honda,Petrol,Manual,1497,17.8,5,7.87,0
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Petrol,Manual,1197,18.9,5,5.55,0
Honda City i DTEC VX,Honda,Diesel,Manual,1498,25.1,5,6.4,4
Maruti Swift Dzire VXi,Maruti,Petrol,Manual,1298,17.5,5,2.65,0
Maruti Swift Dzire ZXi,Maruti,Petrol,Manual,1298,17.5,5,5.5,0
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,7.31,5
Maruti Ciaz ZDi Plus SHVS,Maruti,Diesel,Manual,1248,28.09,5,7.1,4
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Diesel,Manual,1582,22.32,5,7.83,1
Hyundai Accent CRDi,Hyundai,Diesel,Manual,1493,13.1,5,0.85,1
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,3.55,0
Hyundai i20 Active 1.2 SX,Hyundai,Petrol,Manual,1197,17.19,5,8.19,0
BMW 3 Series 320d Sport Line,Bmw,Diesel,Automatic,1995,18.88,5,28.0,3
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Diesel,Automatic,1968,16.96,5,13.0,3
Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Petrol,Manual,1598,15.26,5,3.29,0
Maruti Swift VXi BSIV,Maruti,Petrol,Manual,1197,16.1,5,4.41,0
Renault Duster 110PS Diesel RxZ,Renault,Diesel,Manual,1461,19.01,5,4.99,1
BMW X3 xDrive 20d Luxury Line,Bmw,Diesel,Automatic,1995,18.56,5,17.98,3
Fiat Avventura MULTIJET Emotion,Fiat,Diesel,Manual,1248,20.5,5,7.71,1
Maruti Wagon R Stingray VXI,Maruti,Petrol,Manual,998,20.51,5,2.8,0
Chevrolet Sail Hatchback LS ABS,Chevrolet,Diesel,Manual,1248,22.1,5,3.0,1
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,12.49,5
Tata Zest Quadrajet 1.3,Tata,Diesel,Manual,1248,23.0,5,5.0,4
BMW X3 xDrive20d xLine,Bmw,Diesel,Automatic,1995,18.56,5,32.64,3
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,6.5,4
BMW 5 Series 2013-2017 520d Luxury Line,Bmw,Diesel,Automatic,1995,18.12,5,35.0,3
Tata Indigo CS eVX,Tata,Diesel,Manual,1396,25.0,5,2.0,4
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,9.46,5
Audi Q7 35 TDI Quattro Premium Plus,Audi,Diesel,Automatic,2967,12.07,7,39.0,3
BMW 5 Series 2003-2012 520d,Bmw,Diesel,Automatic,1995,18.48,5,15.0,3
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Petrol,Manual,1591,17.1,5,6.15,0
Hyundai Santa Fe 4WD AT,Hyundai,Diesel,Automatic,2199,13.01,7,14.5,3
Maruti Wagon R AMT VXI,Maruti,Petrol,Automatic,998,20.51,5,5.18,2
Maruti Wagon R LX BSIII,Maruti,Petrol,Manual,1061,17.3,5,1.24,0
Hyundai i20 Sportz 1.2,Hyundai,Petrol,Manual,1197,18.5,5,2.8,0
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,5.23,2
Hyundai Getz GLS,Hyundai,Petrol,Manual,1341,15.3,5,0.45,0
Maruti Wagon R LXI BS IV,Maruti,Petrol,Manual,998,18.9,5,3.25,0
Maruti Omni MPI CARGO BSIV,Maruti,Petrol,Manual,796,16.8,5,1.5,0
Hyundai i10 Magna 1.2,Hyundai,Petrol,Manual,1197,20.36,5,2.85,0
Renault KWID 1.0 RXT Optional,Renault,Petrol,Manual,999,21.7,5,4.5,0
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Mercedesbenz,Diesel,Automatic,2147,15.0,5,16.25,3
Volkswagen Polo GT TSI,Volkswagen,Petrol,Automatic,1197,17.21,5,7.75,2
Toyota Fortuner 2.8 2WD AT,Toyota,Diesel,Automatic,2755,12.9,7,33.13,3
Chevrolet Beat Diesel LT,Chevrolet,Diesel,Manual,936,25.44,5,3.63,1
Maruti Swift Dzire VXI,Maruti,Petrol,Manual,1197,20.85,5,6.51,0
Renault KWID Climber 1.0 MT,Renault,Petrol,Manual,999,21.7,5,4.8,0
Tata Bolt Quadrajet XM,Tata,Diesel,Manual,1248,22.95,5,6.0,4
Hyundai Grand i10 Asta,Hyundai,Petrol,Manual,1197,18.9,5,6.4,0
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.34,5,4.9,1
Audi A6 2011-2015 2.0 TDI,Audi,Diesel,Automatic,1968,17.68,5,20.57,3
Maruti Swift Dzire Ldi BSIV,Maruti,Diesel,Manual,1248,19.3,5,4.76,4
Chevrolet Spark 1.0 LT,Chevrolet,Petrol,Manual,995,18.0,5,2.0,0
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,22.69,5,9.92,3
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,3.69,0
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,23.4,5,5.75,4
Volkswagen CrossPolo 1.5 TDI,Volkswagen,Diesel,Manual,1498,20.14,5,5.7,1
Honda Amaze E i-Vtech,Honda,Petrol,Manual,1198,18.0,5,4.94,0
Volkswagen Vento Petrol Highline AT,Volkswagen,Petrol,Automatic,1598,14.4,5,4.29,2
Maruti Wagon R Stingray VXI,Maruti,Petrol,Manual,998,20.51,5,3.0,0
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.14,5,6.5,1
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,4.9,0
Honda Amaze SX i-DTEC,Honda,Diesel,Manual,1498,25.8,5,5.4,4
Audi A6 35 TDI Matrix,Audi,Diesel,Automatic,1968,18.53,5,24.0,3
Tata Tigor 1.05 Revotorq XZ Option,Tata,Diesel,Manual,1047,24.7,5,7.46,4
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Diesel,Automatic,1498,21.5,5,9.6,3
Audi A6 35 TDI Matrix,Audi,Diesel,Automatic,1968,18.53,5,25.0,3
Nissan Terrano XL 110 PS,Nissan,Diesel,Manual,1461,19.01,5,6.8,1
Skoda Rapid 1.5 TDI AT Elegance,Skoda,Diesel,Automatic,1498,21.66,5,8.59,3
Ford Figo Aspire 1.5 TDCi Trend,Ford,Diesel,Manual,1498,25.83,5,5.29,4
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedesbenz,Diesel,Automatic,2143,14.84,5,13.9,3
Toyota Fortuner 4x2 Manual,Toyota,Diesel,Manual,2982,13.0,7,20.0,5
Honda City 1.5 V MT,Honda,Petrol,Manual,1497,17.0,5,3.4,0
Hyundai i20 Asta Option 1.2,Hyundai,Petrol,Manual,1197,18.6,5,5.5,0
Volkswagen Vento Diesel Trendline,Volkswagen,Diesel,Manual,1598,20.54,5,3.65,1
Ford Endeavour 2.5L 4X2 MT,Ford,Diesel,Manual,2499,13.1,7,5.86,4
Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford,Petrol,Automatic,1497,14.8,5,10.44,2
